y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Andsuto,100.34216,0.45350,-98.97804,-1.20068,200.31569,-92.00786,Polkagris,-0.66139,-0.95965,11.54423,0.65288,True,452.22177
Andjorg,100.37821,-0.19790,-92.78594,-1.23713,200.34700,-92.85512,Polkagris,-1.68437,0.01575,11.14528,-1.46203,True,455.49806
Andjorg,100.49291,0.60871,-102.08789,-1.23201,200.46330,-91.00632,Polkagris,-1.50399,0.14208,10.67714,0.02921,True,451.42060
Andsuto,101.51695,1.55084,-105.17024,-1.21730,201.48793,-92.37921,Schottisgris,-1.87884,1.08500,13.32872,1.99940,True,454.99961
Andjorg,98.87936,-0.28366,-109.09381,-1.22813,198.85006,-90.18177,Hambogris,-0.39769,1.50511,11.52676,-0.90731,True,439.84990
Jorgsuto,98.34684,-0.54510,-102.36073,-1.22812,198.31691,-91.90662,Hambogris,-0.85631,-0.41227,12.62977,-0.86390,True,440.55382
Andsuto,101.01767,0.51205,-104.56632,-1.21283,200.98896,-92.38822,Schottisgris,-0.27574,-0.19551,10.77477,-0.33508,True,452.80519
Andjorg,98.54255,-0.50602,-102.36488,-1.22288,198.51406,-90.01305,Hambogris,3.00913,-0.76821,10.31577,-3.19825,True,441.53030
Andsuto,100.41453,-0.48740,-101.87458,-1.18844,200.38862,-91.14777,Polkagris,0.56694,0.11552,12.30379,-1.85937,True,451.13534
Andjorg,101.61619,0.69253,-100.95954,-1.23585,201.58579,-93.30785,Schottisgris,1.39100,-0.51057,11.48941,-1.13362,True,457.60120
Andjorg,100.84733,0.12379,-100.53922,-1.23831,200.81643,-92.93220,Polkagris,1.26372,-0.04381,11.73273,-1.47946,True,453.96703
Andjorg,98.68082,0.06635,-93.05164,-1.21975,198.65247,-88.85255,Hambogris,-1.94579,0.22303,10.58809,-0.94568,True,446.87827
Jorgsuto,99.17082,-0.78561,-98.53188,-1.25388,199.13842,-88.46434,Slängpolskorgris,1.43076,0.99786,10.46318,3.44266,True,446.58815
Andjorg,98.55250,0.18877,-95.60815,-1.22491,198.52301,-89.22668,Hambogris,0.29060,-0.79995,12.46324,-1.97478,True,444.95843
Andjorg,102.05109,-0.31425,-97.83549,-1.23804,202.01967,-94.29387,Polskorgris,0.52722,-1.73825,12.22051,-2.77149,True,461.33772
Andsuto,100.85612,0.50528,-103.90449,-1.20602,200.82759,-90.03367,Polkagris,-0.31441,-1.30517,11.64959,-0.69217,True,452.32835
Andsuto,100.52568,0.45722,-100.62383,-1.22075,200.49592,-94.19004,Polkagris,-1.28864,0.65250,12.00941,1.23422,True,452.31647
Andjorg,100.39965,-0.77279,-103.73187,-1.24053,200.36820,-89.88411,Polkagris,-0.58791,-0.06434,10.77931,-3.39390,True,450.13232
Jorgsuto,100.83744,0.96162,-102.11433,-1.20701,200.80965,-90.82189,Polkagris,1.54001,-1.95280,9.24836,1.12984,True,453.13002
Andsuto,100.97206,-0.28638,-101.30944,-1.19805,200.94526,-94.48274,Polkagris,-0.15526,0.33200,8.67858,0.78797,True,454.20558
Andsuto,99.18471,0.55927,-100.11896,-1.22897,199.15410,-90.91593,Slängpolskorgris,-0.39521,0.89116,10.56755,1.44870,True,445.86405
Andjorg,99.56544,-1.23136,-98.60901,-1.23344,199.53560,-91.08714,Slängpolskorgris,-0.76734,0.53691,9.94813,-1.35682,True,448.52271
Andjorg,98.95872,0.48117,-100.60645,-1.24199,198.92710,-89.61436,Hambogris,1.22546,-2.95888,9.86075,-0.77834,True,444.49039
Andsuto,99.94208,0.52778,-99.66080,-1.20243,199.91477,-92.37785,Slängpolskorgris,-0.38464,-0.12492,10.71849,2.06808,True,449.87999
Andjorg,100.43891,-0.25325,-103.52941,-1.22526,200.40954,-92.10370,Polkagris,-2.27168,1.22914,11.63704,-2.77288,True,450.42983
Andsuto,100.16542,-1.40982,-101.82442,-1.22461,200.13588,-91.23205,Polkagris,-0.51175,2.04229,11.20376,2.79254,True,449.91489
Andjorg,99.30205,0.44325,-100.71266,-1.23992,199.27085,-89.93357,Slängpolskorgris,1.03245,-0.90774,9.21385,-2.46544,True,446.15390
Andjorg,100.55078,-0.41619,-103.54731,-1.24113,200.51944,-92.47113,Polkagris,-0.36534,-1.74863,11.38073,-1.30078,True,450.98024
Andjorg,100.03623,0.11811,-98.62950,-1.22605,200.00731,-92.54584,Polkagris,-0.16507,1.99613,10.87957,-1.06207,True,450.86638
Andsuto,99.65906,-0.32370,-96.53885,-1.20131,199.63199,-90.46258,Slängpolskorgris,-1.46517,-0.99347,10.35352,1.50309,True,450.02585
Andjorg,99.87429,-0.79335,-104.33236,-1.23574,199.84426,-92.27988,Slängpolskorgris,0.31926,0.11010,10.16201,-2.17755,True,447.20530
Andsuto,100.76826,-1.51009,-98.23314,-1.19407,200.74130,-93.77210,Polkagris,-0.02866,0.78163,11.58256,2.12055,True,454.72474
Andjorg,99.90767,-0.70293,-100.03670,-1.24229,199.87599,-90.12924,Slängpolskorgris,0.72857,-0.51032,9.96482,-3.63530,True,449.52002
Andsuto,101.20924,0.39757,-101.02630,-1.21438,201.18008,-90.05719,Schottisgris,0.90335,0.33221,11.59570,3.02274,True,455.53303
Andjorg,99.51923,0.09608,-95.29819,-1.23141,199.48928,-90.00170,Slängpolskorgris,2.65543,-1.17492,12.07326,-4.66574,True,449.94708
Andjorg,99.75129,-0.70388,-101.26277,-1.23859,199.71984,-89.77516,Slängpolskorgris,-0.86092,-1.10979,11.91137,-2.49495,True,448.12507
Andjorg,99.93377,0.48849,-101.05622,-1.22755,199.90397,-86.99537,Slängpolskorgris,1.26956,2.15248,9.05569,1.97509,True,449.14074
Andsuto,101.28551,0.59335,-97.62491,-1.19997,201.25915,-93.51032,Schottisgris,-0.40203,-0.43599,10.01462,3.94599,True,457.61509
Jorgsuto,99.43016,-1.12546,-100.25840,-1.19860,199.40356,-92.93133,Slängpolskorgris,-0.98991,-1.01265,15.29149,-1.49003,True,447.02160
Andsuto,99.24351,-0.19440,-99.79843,-1.21039,199.21635,-90.83474,Slängpolskorgris,-0.78087,1.62292,13.03572,3.18166,True,446.31836
Andjorg,100.90021,0.94875,-99.38448,-1.23850,200.86927,-91.70628,Polkagris,0.07240,-0.35517,9.43193,-0.17436,True,454.80879
Andjorg,99.93651,1.27650,-100.49699,-1.22614,199.90737,-91.49936,Slängpolskorgris,0.03672,0.27805,10.65309,-2.09280,True,449.43406
Andsuto,99.50062,-0.32515,-95.21941,-1.17577,199.47725,-87.48123,Slängpolskorgris,0.28165,0.05657,12.30904,-1.59958,True,449.89342
Jorgsuto,101.52647,0.70119,-102.45085,-1.24410,201.49450,-91.89421,Schottisgris,-1.29825,-1.66672,11.44778,-1.89273,True,456.40693
Jorgsuto,99.90791,-0.81310,-97.76487,-1.23232,199.87720,-89.74575,Slängpolskorgris,-0.93342,1.59064,9.20126,1.36336,True,450.65711
Jorgsuto,99.76685,0.73547,-101.70874,-1.25665,199.73400,-91.87368,Slängpolskorgris,-1.09708,-1.35435,8.59976,1.11116,True,447.97990
Andjorg,100.02563,-0.50775,-94.93811,-1.23109,199.99498,-91.44234,Polkagris,2.84599,-0.58104,12.31478,-2.13891,True,452.65912
Andjorg,98.56470,-0.08306,-92.81769,-1.22292,198.53608,-88.96601,Hambogris,0.67201,-1.37090,9.87223,-2.67440,True,446.41464
Andjorg,98.71640,-0.11823,-98.11401,-1.23388,198.68653,-89.11744,Hambogris,0.20964,-1.73083,8.92552,-4.65759,True,444.52498
Andsuto,99.92943,-0.90076,-96.89724,-1.21176,199.90172,-90.61417,Slängpolskorgris,1.16873,-0.36682,12.02577,2.08659,True,451.19856
Jorgsuto,99.79924,0.10012,-97.53388,-1.20520,199.77206,-88.20008,Slängpolskorgris,0.13100,-1.51001,8.89555,1.86203,True,450.22928
Andsuto,100.16744,-0.68978,-100.39270,-1.19959,200.14155,-91.03516,Polkagris,0.78672,0.44073,10.50310,1.46957,True,450.64083
Jorgsuto,98.59008,-0.83984,-98.14840,-1.25043,198.55762,-91.89674,Hambogris,-0.43632,-1.39457,9.52484,0.38799,True,443.87618
Jorgsuto,99.14610,-0.17482,-104.13278,-1.20441,199.11837,-88.68489,Slängpolskorgris,0.63447,-0.33064,8.63094,3.86985,True,443.66410
Jorgsuto,100.17896,-0.37532,-100.51984,-1.25187,200.14678,-92.16047,Polkagris,0.58726,0.48298,9.17816,3.26701,True,450.63490
Andjorg,98.96461,0.55102,-96.36200,-1.22968,198.93516,-89.90737,Hambogris,0.60752,-0.43214,11.68584,-0.67534,True,446.64203
Andsuto,100.45003,-0.04422,-99.53854,-1.20280,200.42199,-91.40080,Polkagris,-0.96642,0.44706,11.61236,-3.53594,True,452.48090
Jorgsuto,99.16849,-0.19270,-98.49710,-1.24595,199.13632,-90.35488,Slängpolskorgris,1.76252,-1.03131,13.02172,-0.83929,True,446.59391
Jorgsuto,100.30204,0.25762,-100.27657,-1.21515,200.27308,-92.72962,Polkagris,1.53504,0.43034,11.38624,-0.62548,True,451.37193
Andsuto,100.10944,-0.84632,-98.87032,-1.19687,200.08204,-89.96329,Polkagris,0.27752,-0.15862,11.43685,1.83370,True,451.11204
Andjorg,100.72889,0.67160,-96.47415,-1.23051,200.69862,-94.83384,Polkagris,0.14113,0.68846,11.23627,-1.95924,True,455.40740
Jorgsuto,100.38725,0.17662,-101.70896,-1.25591,200.35454,-92.63780,Polkagris,0.09318,-1.45779,14.13713,0.54329,True,451.08178
Andsuto,101.12294,-0.28109,-104.91340,-1.21006,201.09430,-92.55816,Schottisgris,-1.00762,-0.05988,12.12226,0.09384,True,453.15798
Jorgsuto,98.19634,0.52438,-99.01005,-1.19041,198.17058,-89.25615,Hambogris,-2.14257,-4.14747,8.51620,3.98285,True,441.47667
Jorgsuto,99.78778,0.15415,-100.00818,-1.20804,199.75972,-91.04890,Slängpolskorgris,-1.67513,-2.62070,10.73703,4.48975,True,448.93481
Andsuto,99.88125,0.29692,-99.77575,-1.21446,199.85377,-93.25686,Slängpolskorgris,-0.66797,-0.15936,13.41039,1.75781,True,449.51835
Andjorg,100.60565,0.81736,-102.80185,-1.22486,200.57648,-93.08645,Polkagris,0.13256,-1.09044,11.02728,-3.95799,True,451.62731
Jorgsuto,100.36829,0.70203,-97.45455,-1.18831,200.34283,-91.54677,Polkagris,-0.76624,-0.61893,10.35940,-1.62177,True,453.11417
Andjorg,99.32932,-1.03012,-104.84303,-1.23275,199.29982,-90.22308,Slängpolskorgris,1.05279,-3.20897,10.31758,-2.34360,True,444.22508
Andjorg,98.63187,-0.52468,-100.75227,-1.22914,198.60166,-88.82107,Hambogris,-0.15090,0.46664,12.58185,-1.17718,True,442.78323
Andsuto,99.12098,1.20263,-96.29646,-1.20141,199.09311,-88.37514,Slängpolskorgris,-0.19454,-0.32033,9.95907,-0.09717,True,447.45667
Andsuto,100.90246,0.59760,-102.74595,-1.20435,200.87467,-91.94692,Polkagris,0.92944,1.14749,9.45917,0.35026,True,453.13935
Jorgsuto,99.61436,-0.54242,-95.45121,-1.25258,199.58187,-88.81645,Slängpolskorgris,1.06770,-0.87849,13.86957,-0.46654,True,450.34618
Andjorg,100.46465,-1.23673,-99.88326,-1.22720,200.43526,-91.69375,Polkagris,1.08334,0.95713,12.55099,0.27402,True,452.38161
Jorgsuto,99.94796,-0.93584,-100.04812,-1.20496,199.92012,-89.00159,Slängpolskorgris,1.95470,2.54214,11.49103,-1.01019,True,449.71576
Andjorg,101.39691,0.20153,-94.93607,-1.21749,201.36907,-92.67616,Schottisgris,1.09765,-3.78092,10.41804,-1.54081,True,459.51652
Andjorg,100.58627,-0.81495,-102.41992,-1.21985,200.55808,-90.67492,Polkagris,2.07121,-0.54113,10.71701,-1.69729,True,451.72139
Andjorg,99.85098,-0.41092,-93.51935,-1.22626,199.82130,-91.07516,Slängpolskorgris,-1.66931,-1.18525,12.93764,-3.05683,True,452.49522
Andsuto,98.21285,0.36609,-94.16553,-1.22603,198.18247,-90.92685,Hambogris,-0.51502,-0.32768,10.97770,1.94806,True,443.98148
Andsuto,99.88547,0.96090,-101.02086,-1.20252,199.85880,-92.54151,Slängpolskorgris,0.49350,-1.89098,11.40831,1.10520,True,448.91691
Andjorg,99.36888,-0.35177,-98.90606,-1.23476,199.33922,-91.46025,Slängpolskorgris,-3.57951,2.43136,12.05733,-1.64331,True,447.39139
Andsuto,98.95039,-0.35834,-96.08932,-1.18116,198.92612,-89.51588,Hambogris,0.27180,0.47915,10.70190,2.69133,True,446.70731
Andjorg,99.61788,-1.11275,-95.91122,-1.24543,199.58577,-91.04034,Slängpolskorgris,-0.12090,0.71166,10.65549,-3.69945,True,450.13381
Jorgsuto,101.70974,0.39263,-100.45963,-1.20126,201.68260,-93.50264,Schottisgris,1.05947,-0.84170,8.30675,0.47637,True,458.31888
Jorgsuto,99.50195,1.20345,-104.52727,-1.20784,199.47413,-92.14491,Slängpolskorgris,0.44500,0.33820,13.52360,-0.25067,True,445.24613
Andsuto,100.08626,0.41173,-100.80722,-1.19445,200.06080,-90.88152,Polkagris,0.25502,0.93610,10.44746,2.50847,True,450.02769
Andjorg,98.79407,-0.81094,-93.62793,-1.23622,198.76411,-91.19188,Hambogris,-2.23381,-0.27562,8.86678,-2.17781,True,447.15637
Jorgsuto,102.24906,0.80998,-102.16581,-1.21127,202.22083,-92.77847,Polskorgris,-0.34312,-0.72713,8.47533,2.58723,True,460.16242
Jorgsuto,100.37321,-0.20609,-100.91011,-1.19862,200.34646,-90.26930,Polkagris,0.36810,2.36641,7.48121,2.60307,True,451.41097
Andjorg,100.74499,-0.23492,-102.81606,-1.23534,200.71493,-91.75893,Polkagris,-0.31977,-0.01956,9.67592,-2.09409,True,452.31692
Andsuto,99.37400,-0.05198,-99.65056,-1.19158,199.34697,-91.36552,Slängpolskorgris,-0.18063,0.46565,11.65580,4.71573,True,447.04471
Jorgsuto,99.82301,0.09750,-101.24353,-1.24094,199.79127,-90.77425,Slängpolskorgris,1.02576,1.17154,9.20428,5.04452,True,448.49329
Jorgsuto,99.17787,0.49729,-98.15187,-1.25834,199.14475,-85.65335,Slängpolskorgris,0.88819,0.95346,13.86708,-0.51544,True,446.81343
Andjorg,100.40484,0.28406,-101.90318,-1.23388,200.37456,-91.34780,Polkagris,2.90456,-2.53969,10.84615,-0.70432,True,451.07261
Andjorg,99.89220,0.31541,-102.06204,-1.22587,199.86350,-90.37075,Slängpolskorgris,-1.18241,0.57155,10.03974,-1.71352,True,448.43000
Andjorg,97.66571,-0.07092,-96.31221,-1.22924,197.63543,-88.62763,Hambogris,0.86788,-1.34966,9.76059,-0.95105,True,440.17243
Andjorg,99.08859,-0.95059,-96.90440,-1.23953,199.05745,-89.25838,Slängpolskorgris,0.88126,0.15376,10.52205,-1.00844,True,446.99076
Jorgsuto,100.30533,-0.40811,-100.94445,-1.25065,200.27266,-91.95774,Polkagris,-1.56133,0.24374,8.22747,0.83047,True,451.05442
Andjorg,98.58414,-0.13234,-95.46363,-1.23850,198.55343,-87.56775,Hambogris,-0.62982,1.59689,12.49351,-3.98734,True,445.18888
Andjorg,100.17240,-0.24625,-93.62659,-1.24596,200.14019,-91.24406,Polkagris,-1.90649,3.35201,11.98395,-2.68004,True,454.04868
Andsuto,99.20562,-0.21644,-101.27350,-1.17833,199.18156,-88.96842,Slängpolskorgris,-0.61192,1.68669,11.81094,-2.51648,True,445.39137
Jorgsuto,102.43918,1.19031,-101.69845,-1.24652,202.40692,-92.72414,Polskorgris,-1.22484,-0.03567,7.95412,1.65344,True,461.34668
Andsuto,98.86307,-0.76999,-96.57903,-1.21065,198.83437,-89.14633,Hambogris,-1.18673,-1.30277,11.18566,4.23515,True,446.02582
Andsuto,100.00203,-0.99304,-97.20131,-1.19532,199.97474,-92.86948,Polkagris,-0.54889,0.15405,11.85772,1.82458,True,451.40951
Andjorg,100.38477,-0.02985,-95.92703,-1.23134,200.35464,-92.53713,Polkagris,0.47677,0.86680,10.14907,-2.93958,True,453.96035
Andjorg,100.45115,0.04236,-102.30015,-1.23729,200.42028,-91.61162,Polkagris,-0.89320,0.87961,12.06905,-1.73766,True,451.10567
Andjorg,101.77280,-1.15027,-97.74534,-1.22768,201.74355,-91.42926,Schottisgris,1.94295,-2.70918,9.85097,-2.24184,True,459.99134
Andjorg,100.26152,-0.01409,-96.46950,-1.23680,200.23083,-91.51456,Polkagris,-0.79263,0.30155,8.44002,-2.65978,True,453.07283
Andjorg,100.50741,-0.25042,-106.10920,-1.24400,200.47546,-90.67438,Polkagris,1.00372,-2.37497,10.32423,-1.52279,True,449.48247
Andsuto,100.19556,-0.99413,-101.91017,-1.21992,200.16569,-91.87948,Polkagris,0.21942,0.13441,11.42878,1.55363,True,450.02272
Andsuto,99.40566,-0.29016,-98.89820,-1.21044,199.37692,-87.24676,Slängpolskorgris,0.49646,0.12720,10.38835,1.57893,True,447.57919
Andsuto,99.11254,0.27368,-98.21127,-1.22110,199.08297,-90.52432,Slängpolskorgris,-0.52065,1.36908,11.26174,2.99574,True,446.45704
Jorgsuto,99.37407,-0.70308,-102.30325,-1.24700,199.34175,-90.01854,Slängpolskorgris,1.31764,0.60295,12.11785,-1.56853,True,445.71873
Andsuto,98.87877,-0.25539,-99.75042,-1.20204,198.85143,-90.84961,Hambogris,0.34515,0.07494,9.15450,2.43213,True,444.51864
Andjorg,99.95896,1.10989,-96.65395,-1.21866,199.93096,-95.45482,Slängpolskorgris,-0.73595,-0.03912,11.64173,-2.26200,True,451.46784
Andjorg,99.23918,-0.31154,-95.58493,-1.23158,199.20945,-92.03493,Slängpolskorgris,0.48804,0.95518,10.18227,-1.64114,True,448.40341
Andjorg,100.02421,0.66574,-99.69049,-1.22150,199.99547,-91.33196,Polkagris,3.16466,-2.30921,12.03465,-0.67092,True,450.27580
Andsuto,99.36954,-0.16289,-97.77574,-1.20693,199.34141,-90.05022,Slängpolskorgris,0.31558,0.41067,12.52924,0.65012,True,447.95985
Andsuto,102.06756,-0.25548,-104.56016,-1.21510,202.03898,-92.01224,Polskorgris,-0.23766,-0.72488,10.26239,1.44308,True,458.05773
Andjorg,99.54333,1.05097,-98.46497,-1.22315,199.51438,-89.23644,Slängpolskorgris,0.72569,-0.98453,12.47098,-1.40475,True,448.48417
Andjorg,98.75960,-0.27994,-100.23525,-1.22122,198.73117,-90.40974,Hambogris,0.12967,1.74036,11.11258,-1.57020,True,443.68037
Andsuto,98.77043,-0.75922,-99.14135,-1.19768,198.74386,-89.72043,Hambogris,0.84712,-0.08695,9.12518,0.40145,True,444.28149
Andsuto,99.16486,-0.09921,-98.78571,-1.21758,199.13589,-88.23912,Slängpolskorgris,-0.24230,-0.29991,10.98155,2.30714,True,446.43145
Jorgsuto,100.47331,0.96017,-101.60618,-1.23862,200.44218,-93.40323,Polkagris,2.31685,-2.12621,12.91573,-1.02276,True,451.56348
Andsuto,100.67224,1.26039,-102.44001,-1.21447,200.64458,-90.50768,Polkagris,-0.43181,0.19762,10.40953,3.09630,True,452.14118
Jorgsuto,99.23965,0.56506,-99.77035,-1.23795,199.20847,-89.58870,Slängpolskorgris,0.17397,1.38331,7.95114,3.72104,True,446.31310
Andjorg,98.50318,-0.58428,-100.05495,-1.24304,198.47122,-89.94439,Hambogris,-1.69382,0.68885,10.12445,-0.40212,True,442.48842
Andjorg,100.61238,-1.54124,-97.11660,-1.22755,200.58253,-91.47280,Polkagris,0.69155,-2.97396,11.15914,-1.26591,True,454.50362
Jorgsuto,101.36329,-0.24084,-101.58133,-1.20493,201.33564,-90.24659,Schottisgris,-1.18387,0.69597,10.50640,-1.83069,True,456.02578
Andjorg,98.32100,0.77465,-99.28902,-1.23186,198.29046,-91.23079,Hambogris,-1.11476,0.14721,11.85947,-3.08453,True,441.96050
Andjorg,98.81516,-0.93586,-100.00496,-1.23136,198.78538,-90.32857,Hambogris,-0.33979,0.08882,11.45600,-1.45330,True,444.07334
Jorgsuto,99.28849,-0.16194,-100.94560,-1.22427,199.25907,-89.54045,Slängpolskorgris,0.15472,-0.73321,14.86163,-0.29855,True,445.96965
Andjorg,98.41116,0.03089,-99.39401,-1.23109,198.38145,-89.28237,Hambogris,-1.69656,0.97330,9.01638,-1.62443,True,442.35878
Andjorg,98.34833,-0.84380,-100.71315,-1.23597,198.31827,-89.67211,Hambogris,-1.64829,-2.01018,12.74113,-1.82624,True,441.38506
Andjorg,100.08929,0.64170,-108.04780,-1.23211,200.05982,-89.61528,Polkagris,-0.20338,-1.42618,11.08085,-3.23435,True,446.42253
Jorgsuto,101.75370,0.40276,-108.17979,-1.21166,201.72556,-91.23229,Schottisgris,1.66244,1.06582,13.22241,1.02414,True,454.67862
Andjorg,99.97234,0.13151,-101.33103,-1.23186,199.94159,-90.47433,Slängpolskorgris,0.07271,0.73145,10.98106,-3.07472,True,449.19618
Andjorg,99.89802,0.39348,-102.33383,-1.23049,199.86858,-89.57833,Slängpolskorgris,0.98370,0.14461,11.89429,-5.40957,True,448.32319
Andsuto,99.11307,-1.39787,-100.44923,-1.22092,199.08327,-90.44792,Slängpolskorgris,0.10325,0.94273,11.92997,3.17528,True,445.34074
Andjorg,100.03355,-0.31781,-99.68045,-1.23954,200.00205,-89.16698,Polkagris,-0.04084,2.17861,10.44907,0.06382,True,450.32751
Jorgsuto,101.26051,1.69996,-97.89563,-1.20962,201.23277,-94.93087,Schottisgris,-0.28997,-0.84095,12.90049,-0.99582,True,457.35471
Andsuto,101.28973,0.03134,-98.08944,-1.19863,201.26302,-92.54162,Schottisgris,-0.12418,-0.36087,12.07727,2.40930,True,457.40391
Andjorg,99.54247,0.38329,-101.99609,-1.23794,199.51147,-91.61866,Slängpolskorgris,1.96031,0.12585,11.94487,-1.62621,True,446.71429
Andsuto,99.10311,0.29225,-99.84484,-1.20920,199.07439,-90.51275,Slängpolskorgris,-1.02883,0.27546,11.49620,0.80095,True,445.59312
Andjorg,100.00232,0.35581,-104.79423,-1.22946,199.97315,-89.84279,Polkagris,-0.77278,0.63408,11.68179,-2.40020,True,447.61447
Andjorg,99.55841,0.06369,-96.04485,-1.23132,199.52876,-92.39642,Slängpolskorgris,1.10211,0.55848,11.92633,-2.66182,True,449.76963
Andsuto,99.49808,0.07021,-100.74516,-1.19330,199.47256,-92.26916,Slängpolskorgris,0.65812,0.63496,10.26409,3.02575,True,447.11782
Andjorg,101.00005,0.80679,-103.94753,-1.22612,200.97094,-91.34531,Polkagris,-2.20829,1.51301,11.23373,-2.44345,True,453.02651
Jorgsuto,99.75651,-0.70740,-101.48049,-1.23230,199.72577,-86.82385,Slängpolskorgris,0.53156,-1.05973,12.68372,-0.18509,True,448.04229
Andsuto,99.91432,0.81575,-100.78846,-1.20235,199.88621,-92.32895,Slängpolskorgris,0.57902,-0.50000,10.50193,2.82668,True,449.17736
Andjorg,99.53001,-0.03865,-104.12138,-1.23655,199.49921,-89.81953,Slängpolskorgris,-0.96030,1.09254,10.45957,-1.14801,True,445.58935
Jorgsuto,100.03411,1.36732,-99.83337,-1.21656,200.00498,-93.21613,Polkagris,0.18981,0.98145,13.84697,0.41866,True,450.25385
Andjorg,99.78453,-1.05303,-101.20042,-1.22784,199.75445,-89.82684,Slängpolskorgris,-0.66220,-0.25934,10.93441,-0.84409,True,448.32245
Jorgsuto,100.95731,0.54108,-98.83602,-1.25864,200.92370,-90.72538,Polkagris,0.92514,0.48430,10.52307,-1.24907,True,455.36854
Andjorg,99.63891,-0.22099,-96.81678,-1.23982,199.60742,-92.64649,Slängpolskorgris,0.56500,-0.33910,10.83374,-0.68254,True,449.78618
Jorgsuto,98.74891,-0.23933,-99.42829,-1.20665,198.72097,-88.98701,Hambogris,0.66328,1.13158,8.95605,1.07344,True,444.03042
Jorgsuto,102.08502,0.53272,-99.68251,-1.24809,202.05258,-94.57707,Polskorgris,1.20790,-0.17537,12.79808,0.08969,True,460.58383
Andjorg,100.25870,-0.56397,-100.09473,-1.22689,200.22908,-92.54135,Polkagris,-0.96800,-0.92298,12.13287,-1.31474,True,451.24611
Jorgsuto,100.14806,0.22858,-99.14953,-1.20062,200.12134,-92.37158,Polkagris,0.05102,-1.56145,10.68547,-1.26315,True,451.16553
Andjorg,99.74207,-0.59042,-98.78134,-1.23460,199.71216,-91.77700,Slängpolskorgris,0.06365,-0.53238,10.23257,-3.28643,True,449.31966
Andjorg,101.22431,1.05398,-99.91555,-1.23373,201.19463,-94.02494,Schottisgris,-1.77686,1.10613,11.84761,-2.38730,True,456.16375
Andjorg,99.94182,0.07428,-99.57094,-1.23147,199.91123,-93.85196,Slängpolskorgris,1.15043,-0.12800,10.71923,-5.16061,True,449.92363
Andjorg,99.14308,0.01773,-95.49182,-1.23013,199.11314,-90.69625,Slängpolskorgris,3.34810,-2.58783,12.57625,-0.84133,True,447.96947
Andsuto,99.21356,-0.69825,-100.52191,-1.21041,199.18573,-88.99040,Slängpolskorgris,-0.03284,-0.74307,11.89476,3.29638,True,445.80682
Andsuto,100.25646,-0.14740,-101.45698,-1.17791,200.23232,-89.42859,Polkagris,-0.50982,0.12020,12.22187,2.98955,True,450.55380
Jorgsuto,99.19756,-1.28358,-102.05579,-1.20510,199.17004,-86.84473,Slängpolskorgris,0.71108,-0.28046,13.21956,-0.19837,True,444.95990
Andsuto,100.26138,1.01956,-96.49790,-1.20315,200.23480,-91.89926,Polkagris,0.42092,1.58928,11.10879,1.88980,True,453.05795
Andjorg,101.20673,-0.40302,-100.91020,-1.22354,201.17804,-90.41762,Schottisgris,-0.86714,1.16184,12.28276,-3.36481,True,455.57853
Jorgsuto,99.44289,-0.26057,-104.54953,-1.19149,199.41671,-87.65293,Slängpolskorgris,0.06554,-0.19507,11.81557,-2.67586,True,444.93966
Andjorg,99.80858,-0.73619,-98.17874,-1.23068,199.77878,-92.29090,Slängpolskorgris,-2.00859,1.89295,12.53879,-2.55635,True,449.95355
Andjorg,101.95143,-0.20789,-102.22610,-1.24036,201.92039,-94.15747,Schottisgris,-0.45995,-1.50943,10.07582,-3.17938,True,458.64410
Andjorg,99.15305,0.74145,-96.64600,-1.23055,199.12369,-90.77070,Slängpolskorgris,-3.83759,1.23988,10.20828,-2.54321,True,447.44225
Andjorg,98.25411,1.04748,-98.65170,-1.23519,198.22339,-88.96284,Hambogris,-0.30470,0.77567,10.96244,-2.38838,True,441.94470
Andjorg,101.93281,0.47772,-103.39990,-1.22420,201.90403,-93.21786,Schottisgris,-0.96743,-0.62053,10.34460,-0.56675,True,457.96411
Andsuto,100.75091,0.18213,-99.86621,-1.21629,200.72280,-91.69876,Polkagris,-0.73018,0.69867,11.42013,3.51551,True,453.82146
Andsuto,100.37889,-0.37495,-100.88900,-1.22394,200.34898,-92.69322,Polkagris,0.62107,-0.76874,10.69387,1.04912,True,451.44994
Andsuto,97.68213,-1.41264,-97.04664,-1.22599,197.65180,-89.73083,Hambogris,0.53868,-1.10987,11.16319,2.41876,True,439.88732
Jorgsuto,100.66214,-0.28168,-99.64419,-1.20212,200.63510,-90.55179,Polkagris,0.26216,1.16769,14.84674,-1.34863,True,453.48863
Andsuto,100.23857,-0.64913,-97.97726,-1.18862,200.21207,-89.58995,Polkagris,0.22099,0.36186,10.63076,-0.74984,True,452.20424
Andjorg,100.94692,-0.25076,-102.58469,-1.23089,200.91747,-89.75764,Polkagris,-3.59191,2.49206,9.35023,-0.99249,True,453.44225
Jorgsuto,100.14155,0.37545,-102.71379,-1.20188,200.11433,-89.14350,Polkagris,0.56579,-0.20081,12.05955,-2.24779,True,449.35085
Andsuto,99.26389,0.07132,-97.63486,-1.20254,199.23658,-92.81144,Slängpolskorgris,-0.03312,0.15175,12.38641,1.27732,True,447.50200
Andsuto,100.28312,0.74829,-98.64973,-1.18205,200.25912,-89.23646,Polkagris,-0.08317,0.52698,11.42464,1.51040,True,452.09072
